0.20064,0.28525,2.16654,2.43591,11.82368,3.13075,20.04278,0.00000,0.00000
0.31943,0.27327,5.12083,4.78017,10.67749,3.12603,24.29722,0.00000,0.00000
0.28407,0.30025,6.15419,4.79863,11.32686,3.13874,26.00273,0.00000,0.00000
0.68048,0.24539,2.76111,2.32078,9.96934,3.12073,19.09782,0.03333,0.00018
0.53559,0.23920,4.09480,1.81408,9.88057,3.11563,19.67986,0.00000,0.00000
0.56665,0.48512,3.48777,4.52440,10.67722,3.12741,22.86858,0.00000,0.00000
0.79738,0.32488,6.14911,3.10559,10.02051,3.12200,23.51947,0.00000,0.00000
0.38175,0.27393,3.96932,6.68302,11.12780,3.12730,25.56311,0.00000,0.00000
0.74945,0.29832,2.05003,1.06528,3.04344,3.10882,10.31534,0.09524,0.00026
0.33894,0.21053,1.44529,2.18224,2.85166,3.12701,10.15567,0.16667,0.02222
0.51170,0.48379,1.78833,1.60755,2.87602,3.10438,10.37176,0.16667,0.00738
0.44241,0.27819,2.58111,1.63168,3.09875,3.11346,11.14559,0.00000,0.00000
0.58954,0.25924,1.63064,1.35716,3.04173,3.10062,9.97893,0.14286,0.01296
0.11793,0.14126,2.14578,1.52551,2.83850,3.10781,9.87679,0.16667,0.00014
0.63905,0.22698,1.28355,1.53457,3.02311,3.11502,9.82229,0.24242,0.02570
0.34822,0.36010,2.42232,2.51802,2.88244,3.15742,11.68852,0.08333,0.00877
0.34171,0.29898,8.99713,5.58852,7.21026,3.06713,25.50373,0.00000,0.00000
0.59489,0.27551,7.09893,2.54033,8.34804,3.05587,21.91356,0.26667,0.01746
0.29831,0.26694,14.78553,6.07186,8.91161,3.13154,33.46580,0.04762,0.00388
0.44535,0.27700,10.73187,4.95213,7.97535,3.08850,27.47019,0.22222,0.00382
0.39271,0.19945,9.41681,3.26802,7.17814,3.08020,23.53532,0.09524,0.00510
0.27277,0.26449,12.01108,5.43358,10.04305,3.04338,31.06834,0.25000,0.00826
0.65830,0.27477,6.39252,1.73329,6.01180,3.08018,18.15086,0.13889,0.00950
0.63467,0.36985,8.74274,3.78196,7.55949,3.04901,24.13772,0.20000,0.00344
0.36464,0.26270,1.83348,2.10114,2.96296,3.09363,10.61856,0.25000,0.00541
0.45236,0.33508,2.81028,1.65622,3.08187,3.11033,11.44614,0.07407,0.00251
0.48801,0.33945,3.66704,1.73887,3.11210,3.11421,12.45967,0.00000,0.00000
0.65406,0.36657,1.28493,1.67135,3.01294,3.08936,10.07920,0.33333,0.01514
0.74133,0.33468,2.50837,1.24136,2.99494,3.08642,10.90708,0.23333,0.00639
0.24030,0.30900,1.24350,2.48974,3.04477,3.10386,10.43117,0.08333,0.00306
0.40761,0.16172,1.85099,0.43875,2.80341,3.05014,8.71262,0.66667,0.00580
0.31565,0.32215,2.59048,2.20534,2.96249,3.12256,11.51867,0.13333,0.00680
0.54488,0.38260,1.62022,1.48069,3.15479,3.10121,10.28438,0.04167,0.00014
0.55541,0.14873,0.66560,0.34598,2.87220,3.04615,7.63407,0.66667,0.00569
0.38461,0.16933,0.63862,2.46734,2.95052,3.13323,9.74365,0.00000,0.00000
0.67716,0.37780,1.00172,1.04417,3.04453,3.08350,9.22888,0.30769,0.01188
0.41200,0.27536,1.91032,1.09682,3.12050,3.09238,9.90738,0.14286,0.00412
0.63415,0.30875,1.12083,1.07640,3.01452,3.09572,9.25038,0.20000,0.01092
0.30276,0.29513,1.93166,2.02375,3.06599,3.13601,10.75530,0.11111,0.00585
0.17176,0.25133,0.69727,0.76895,3.00356,3.08356,7.97643,0.44444,0.00777
0.40484,0.34080,0.95564,1.99459,3.00941,3.12497,9.83024,0.05556,0.00351
0.36190,0.24572,0.73308,1.38966,2.89544,3.07443,8.70022,0.25000,0.00535
0.54462,0.27389,1.18351,1.15116,3.00640,3.09703,9.25660,0.27778,0.01504
0.49773,0.28993,1.55303,0.99349,3.03232,3.07694,9.44344,0.14286,0.00639
0.64841,0.41861,0.75089,1.53620,2.97629,3.07451,9.40492,0.33333,0.00517
0.41104,0.11032,0.62109,0.21124,2.70616,3.02880,7.08864,0.50000,0.00350
0.40528,0.22220,1.73034,0.86133,3.11623,3.09788,9.43327,0.04762,0.00211
0.67606,0.23552,1.03273,1.05689,2.96916,3.08017,9.05053,0.25000,0.01198
0.31254,0.27040,0.67074,1.23578,2.90860,3.09886,8.49692,0.16667,0.00816
0.58583,0.27575,1.16087,0.69034,3.06052,3.05735,8.83066,0.19048,0.00558
0.43293,0.32769,1.04009,2.33908,2.97152,3.11694,10.22824,0.06667,0.00273
0.67076,0.21081,0.97604,0.89262,2.88743,3.07099,8.70863,0.33333,0.01375
0.58698,0.24310,0.63699,0.73099,2.93442,3.05724,8.18972,0.43333,0.01632
0.48441,0.35360,1.33438,1.41538,2.98805,3.11106,9.68687,0.19048,0.00239
0.37820,0.23108,0.62222,2.32485,2.81530,3.12545,9.49711,0.00000,0.00000
0.46304,0.16414,1.98003,0.68514,3.00038,3.07955,9.37229,0.22222,0.00409
0.43618,0.21508,0.81653,1.13680,2.78506,3.08045,8.47009,0.20000,0.00565
0.29431,0.28347,0.53278,1.21646,2.87755,3.07811,8.28268,0.13333,0.00506
0.39730,0.19062,2.25819,0.94103,2.99974,3.11188,9.89876,0.04167,0.00019
0.48808,0.31938,0.89726,1.98066,2.83227,3.05844,9.57609,0.33333,0.00263
0.74344,0.24271,1.14915,1.20021,2.87661,3.08322,9.29534,0.29167,0.01060
0.58930,0.23644,0.58660,0.77355,2.84073,3.05665,8.08327,0.40000,0.01815
0.18688,0.11364,0.28227,0.99220,2.69649,3.03119,7.30267,0.55556,0.01085
0.60121,0.36039,0.99873,0.74010,2.99679,3.05440,8.75161,0.33333,0.01103
0.29285,0.23018,0.45223,1.29528,2.71259,3.07463,8.05777,0.08333,0.00392
0.54694,0.11665,0.45419,0.36368,2.61286,3.02262,7.11693,0.66667,0.00533
0.43423,0.20233,1.49694,0.90273,2.90589,3.08618,9.02831,0.18519,0.00601
0.18631,0.10873,0.28070,0.99205,2.67731,3.02556,7.27067,0.66667,0.01201
0.74462,0.24220,1.15673,1.17873,2.88250,3.08432,9.28912,0.25000,0.01030
0.24093,0.25032,1.42565,1.11279,2.94964,3.14205,9.12139,0.06667,0.00200
0.61411,0.27527,0.86364,0.79998,3.05300,3.06213,8.66813,0.35556,0.02088
0.65163,0.44333,0.59799,1.19706,2.94624,3.05106,8.88730,0.33333,0.00534
0.42775,0.14685,1.70025,0.77826,2.94331,3.08944,9.08587,0.16667,0.00238
0.30491,0.26126,1.61977,1.50176,2.87775,3.11668,9.68213,0.05556,0.00370
0.60330,0.40218,0.59632,0.76107,2.90859,3.04237,8.31383,0.46667,0.00804
0.30946,0.21034,0.71811,1.00835,2.76314,3.07057,8.07998,0.33333,0.01149
0.66428,0.23393,0.57969,0.75531,2.89182,3.04985,8.17489,0.43333,0.01580
0.56955,0.32292,0.98246,0.86151,3.07266,3.05192,8.86103,0.23810,0.00610
0.74501,0.24260,1.19498,1.21997,2.88020,3.08536,9.36813,0.16667,0.00528
0.21871,0.19713,0.31753,1.09424,2.84879,3.07665,7.75304,0.41667,0.00955
0.37974,0.27228,0.39901,1.61910,2.76992,3.11630,8.55635,0.16667,0.00275
0.53108,0.14359,1.91862,0.60871,2.92705,3.07887,9.20792,0.11111,0.00038
0.61258,0.24435,0.62527,0.77643,2.90471,3.04998,8.21332,0.46667,0.01767
0.18837,0.10806,0.27567,0.95475,2.66466,3.02511,7.21663,0.66667,0.01206
0.46079,0.28036,1.41385,0.87957,3.01379,3.08732,9.13567,0.14815,0.00610
